transaction_id,billing_id,zone_id,amount,payment_category,production_share,hoa_share,collector_incentive,payment_method,payment_status,payment_proof,processed_by,transaction_date,user_id,reference_no
AR-2026-00134,BIL-2026-00261,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00134.jpg,COL-2026-0001,2026-02-28 15:05:00,USR-2026-0041,2.26E+11
AR-2026-00135,BIL-2026-00267,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00135.jpg,COL-2026-0001,2026-01-31 16:00:00,USR-2026-0042,6.09E+11
AR-2026-00136,BIL-2026-00268,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00136.jpg,COL-2026-0001,2026-02-14 16:25:00,USR-2026-0042,7.89E+11
AR-2026-00137,BIL-2026-00269,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00137.jpg,COL-2026-0001,2026-03-13 11:20:00,USR-2026-0042,4.18E+11
AR-2026-00138,BIL-2026-00270,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-04-16 09:00:00,USR-2026-0042,9.79E+11
AR-2026-00139,BIL-2026-00271,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00139.jpg,COL-2026-0001,2026-05-14 12:40:00,USR-2026-0042,2.01E+11
AR-2026-00140,BIL-2026-00272,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00140.jpg,COL-2026-0001,2026-06-13 15:05:00,USR-2026-0042,6.46E+11
AR-2026-00141,BIL-2026-00273,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00141.jpg,COL-2026-0001,2026-07-30 16:55:00,USR-2026-0042,6.32E+11
AR-2026-00142,BIL-2026-00274,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00142.jpg,COL-2026-0001,2026-01-29 15:40:00,USR-2026-0043,6.61E+11
AR-2026-00143,BIL-2026-00275,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-02-28 09:20:00,USR-2026-0043,5.59E+11
AR-2026-00144,BIL-2026-00276,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00144.jpg,COL-2026-0001,2026-03-15 08:20:00,USR-2026-0043,7.48E+11
AR-2026-00145,BIL-2026-00277,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00145.jpg,COL-2026-0001,2026-04-16 10:35:00,USR-2026-0043,4.67E+11
AR-2026-00146,BIL-2026-00278,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-05-16 15:25:00,USR-2026-0043,8.69E+11
AR-2026-00147,BIL-2026-00279,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00147.jpg,COL-2026-0001,2026-06-16 11:30:00,USR-2026-0043,6.23E+11
AR-2026-00148,BIL-2026-00280,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-07-31 14:50:00,USR-2026-0043,6.42E+11
AR-2026-00149,BIL-2026-00281,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00149.jpg,COL-2026-0001,2026-01-29 16:45:00,USR-2026-0044,5.85E+11
AR-2026-00150,BIL-2026-00282,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00150.jpg,COL-2026-0001,2026-02-08 08:55:00,USR-2026-0044,8.21E+11
AR-2026-00151,BIL-2026-00283,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00151.jpg,COL-2026-0001,2026-03-28 15:20:00,USR-2026-0044,5.37E+11
AR-2026-00152,BIL-2026-00284,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-04-29 16:30:00,USR-2026-0044,8.89E+11
AR-2026-00153,BIL-2026-00285,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00153.jpg,COL-2026-0001,2026-05-31 16:00:00,USR-2026-0044,7.92E+11
AR-2026-00154,BIL-2026-00286,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00154.jpg,COL-2026-0001,2026-06-29 11:55:00,USR-2026-0044,2.12E+11
AR-2026-00155,BIL-2026-00287,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00155.jpg,COL-2026-0001,2026-07-28 15:10:00,USR-2026-0044,1.34E+11
AR-2026-00156,BIL-2026-00288,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00156.jpg,COL-2026-0001,2026-01-01 12:25:00,USR-2026-0045,3.67E+11
AR-2026-00157,BIL-2026-00289,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00157.jpg,COL-2026-0001,2026-02-14 10:10:00,USR-2026-0045,5.20E+11
AR-2026-00158,BIL-2026-00290,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00158.jpg,COL-2026-0001,2026-03-29 15:45:00,USR-2026-0045,8.02E+11
AR-2026-00159,BIL-2026-00291,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-04-15 08:35:00,USR-2026-0045,7.00E+11
AR-2026-00160,BIL-2026-00292,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00160.jpg,COL-2026-0001,2026-05-16 13:45:00,USR-2026-0045,5.68E+11
AR-2026-00161,BIL-2026-00293,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-06-29 12:15:00,USR-2026-0045,6.32E+11
AR-2026-00162,BIL-2026-00294,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00162.jpg,COL-2026-0001,2026-07-07 17:25:00,USR-2026-0045,8.73E+11
AR-2026-00163,BIL-2026-00295,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00163.jpg,COL-2026-0001,2026-01-16 12:00:00,USR-2026-0046,9.58E+11
AR-2026-00164,BIL-2026-00296,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00164.jpg,COL-2026-0001,2026-02-28 17:55:00,USR-2026-0046,9.52E+11
AR-2026-00165,BIL-2026-00297,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00165.jpg,COL-2026-0001,2026-03-30 11:50:00,USR-2026-0046,8.44E+11
AR-2026-00166,BIL-2026-00298,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00166.jpg,COL-2026-0001,2026-04-30 10:50:00,USR-2026-0046,8.11E+11
AR-2026-00167,BIL-2026-00299,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00167.jpg,COL-2026-0001,2026-05-08 08:45:00,USR-2026-0046,1.99E+11
AR-2026-00168,BIL-2026-00300,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00168.jpg,COL-2026-0001,2026-06-29 14:10:00,USR-2026-0046,6.96E+11
AR-2026-00169,BIL-2026-00301,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-07-30 16:40:00,USR-2026-0046,2.84E+11
AR-2026-00170,BIL-2026-00309,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-16 12:55:00,USR-2026-0048,2.28E+11
AR-2026-00171,BIL-2026-00310,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-02-13 10:15:00,USR-2026-0048,8.42E+11
AR-2026-00172,BIL-2026-00311,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00172.jpg,COL-2026-0001,2026-03-30 09:30:00,USR-2026-0048,2.35E+11
AR-2026-00173,BIL-2026-00316,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-15 17:30:00,USR-2026-0049,5.12E+11
AR-2026-00174,BIL-2026-00317,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00174.jpg,COL-2026-0001,2026-02-04 15:00:00,USR-2026-0049,7.18E+11
AR-2026-00175,BIL-2026-00323,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-14 09:50:00,USR-2026-0050,8.73E+11
AR-2026-00176,BIL-2026-00324,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00176.jpg,COL-2026-0001,2026-02-16 09:10:00,USR-2026-0050,4.31E+11
AR-2026-00177,BIL-2026-00330,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-28 09:15:00,USR-2026-0051,5.26E+11
AR-2026-00178,BIL-2026-00331,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00178.jpg,COL-2026-0001,2026-02-16 17:55:00,USR-2026-0051,5.59E+11
AR-2026-00179,BIL-2026-00332,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-03-31 17:30:00,USR-2026-0051,1.36E+11
AR-2026-00180,BIL-2026-00344,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-29 15:35:00,USR-2026-0053,4.99E+11
AR-2026-00181,BIL-2026-00345,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00181.jpg,COL-2026-0001,2026-02-06 16:50:00,USR-2026-0053,4.02E+11
AR-2026-00182,BIL-2026-00346,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00182.jpg,COL-2026-0001,2026-03-13 15:05:00,USR-2026-0053,8.03E+11
AR-2026-00183,BIL-2026-00347,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00183.jpg,COL-2026-0001,2026-04-13 08:25:00,USR-2026-0053,9.64E+11
AR-2026-00184,BIL-2026-00348,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00184.jpg,COL-2026-0001,2026-05-13 16:15:00,USR-2026-0053,4.62E+11
AR-2026-00185,BIL-2026-00349,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-06-30 08:20:00,USR-2026-0053,6.93E+11
AR-2026-00186,BIL-2026-00350,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-07-14 09:50:00,USR-2026-0053,1.13E+11
AR-2026-00187,BIL-2026-00358,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00187.jpg,COL-2026-0001,2026-01-14 17:25:00,USR-2026-0055,1.57E+11
AR-2026-00188,BIL-2026-00359,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00188.jpg,COL-2026-0001,2026-02-07 16:05:00,USR-2026-0055,5.92E+11
AR-2026-00189,BIL-2026-00360,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00189.jpg,COL-2026-0001,2026-03-28 15:40:00,USR-2026-0055,1.50E+11
AR-2026-00190,BIL-2026-00361,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00190.jpg,COL-2026-0001,2026-04-30 16:20:00,USR-2026-0055,1.34E+11
AR-2026-00191,BIL-2026-00362,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00191.jpg,COL-2026-0001,2026-05-08 14:30:00,USR-2026-0055,8.84E+11
AR-2026-00192,BIL-2026-00363,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00192.jpg,COL-2026-0001,2026-06-28 09:25:00,USR-2026-0055,2.38E+11
AR-2026-00193,BIL-2026-00364,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00193.jpg,COL-2026-0001,2026-07-15 14:45:00,USR-2026-0055,6.56E+11
AR-2026-00194,BIL-2026-00365,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00194.jpg,COL-2026-0001,2026-01-28 09:50:00,USR-2026-0056,7.09E+11
AR-2026-00195,BIL-2026-00366,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-02-28 14:35:00,USR-2026-0056,4.71E+11
AR-2026-00196,BIL-2026-00367,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00196.jpg,COL-2026-0001,2026-03-31 14:55:00,USR-2026-0056,4.45E+11
AR-2026-00197,BIL-2026-00368,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-04-29 10:50:00,USR-2026-0056,1.99E+11
AR-2026-00198,BIL-2026-00369,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00198.jpg,COL-2026-0001,2026-05-28 14:05:00,USR-2026-0056,9.91E+11
AR-2026-00199,BIL-2026-00370,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00199.jpg,COL-2026-0001,2026-06-01 17:40:00,USR-2026-0056,2.36E+11
AR-2026-00200,BIL-2026-00371,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00200.jpg,COL-2026-0001,2026-07-16 08:20:00,USR-2026-0056,2.13E+11
AR-2026-00201,BIL-2026-00372,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00201.jpg,COL-2026-0001,2026-01-14 10:50:00,USR-2026-0057,2.20E+11
AR-2026-00202,BIL-2026-00373,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00202.jpg,COL-2026-0001,2026-02-15 09:20:00,USR-2026-0057,5.72E+11
AR-2026-00203,BIL-2026-00374,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-03-28 17:50:00,USR-2026-0057,1.31E+11
AR-2026-00204,BIL-2026-00375,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00204.jpg,COL-2026-0001,2026-04-15 13:25:00,USR-2026-0057,2.58E+11
AR-2026-00205,BIL-2026-00376,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00205.jpg,COL-2026-0001,2026-05-16 09:10:00,USR-2026-0057,1.34E+11
AR-2026-00206,BIL-2026-00377,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00206.jpg,COL-2026-0001,2026-06-09 11:30:00,USR-2026-0057,2.73E+11
AR-2026-00207,BIL-2026-00378,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00207.jpg,COL-2026-0001,2026-07-15 17:45:00,USR-2026-0057,2.68E+11
AR-2026-00208,BIL-2026-00400,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00208.jpg,COL-2026-0001,2026-01-13 09:20:00,USR-2026-0061,6.34E+11
AR-2026-00209,BIL-2026-00401,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-02-28 12:15:00,USR-2026-0061,4.78E+11
AR-2026-00210,BIL-2026-00402,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00210.jpg,COL-2026-0001,2026-03-15 17:35:00,USR-2026-0061,1.49E+11
AR-2026-00211,BIL-2026-00403,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00211.jpg,COL-2026-0001,2026-04-13 08:15:00,USR-2026-0061,9.43E+11
AR-2026-00212,BIL-2026-00404,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00212.jpg,COL-2026-0001,2026-05-05 12:25:00,USR-2026-0061,9.22E+11
AR-2026-00213,BIL-2026-00405,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,PENDING,proofs/TRX-00213.jpg,,2026-06-14 14:40:00,USR-2026-0061,7.16E+11
AR-2026-00214,BIL-2026-00407,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-30 09:30:00,USR-2026-0062,5.77E+11
AR-2026-00215,BIL-2026-00408,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00215.jpg,COL-2026-0001,2026-02-02 13:45:00,USR-2026-0062,8.79E+11
AR-2026-00216,BIL-2026-00421,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00216.jpg,COL-2026-0001,2026-01-30 09:30:00,USR-2026-0066,2.86E+11
AR-2026-00217,BIL-2026-00422,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00217.jpg,COL-2026-0001,2026-02-28 13:05:00,USR-2026-0066,3.67E+11
AR-2026-00218,BIL-2026-00423,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00218.jpg,COL-2026-0001,2026-03-16 16:05:00,USR-2026-0066,9.17E+11
AR-2026-00219,BIL-2026-00424,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00219.jpg,COL-2026-0001,2026-04-15 10:05:00,USR-2026-0066,6.80E+11
AR-2026-00220,BIL-2026-00425,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-05-15 13:55:00,USR-2026-0066,9.96E+11
AR-2026-00221,BIL-2026-00426,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00221.jpg,COL-2026-0001,2026-06-02 10:20:00,USR-2026-0066,2.70E+11
AR-2026-00222,BIL-2026-00427,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00222.jpg,COL-2026-0001,2026-07-28 10:50:00,USR-2026-0066,7.22E+11
AR-2026-00223,BIL-2026-00428,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00223.jpg,COL-2026-0001,2026-01-31 17:50:00,USR-2026-0067,4.55E+11
AR-2026-00224,BIL-2026-00429,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00224.jpg,COL-2026-0001,2026-02-28 10:35:00,USR-2026-0067,7.93E+11
AR-2026-00225,BIL-2026-00430,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00225.jpg,COL-2026-0001,2026-03-15 17:00:00,USR-2026-0067,4.40E+11
AR-2026-00226,BIL-2026-00431,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-04-13 08:25:00,USR-2026-0067,8.09E+11
AR-2026-00227,BIL-2026-00432,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00227.jpg,COL-2026-0001,2026-05-28 17:45:00,USR-2026-0067,7.38E+11
AR-2026-00228,BIL-2026-00433,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00228.jpg,COL-2026-0001,2026-06-13 15:45:00,USR-2026-0067,7.63E+11
AR-2026-00229,BIL-2026-00434,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00229.jpg,COL-2026-0001,2026-07-14 08:35:00,USR-2026-0067,1.93E+11
AR-2026-00230,BIL-2026-00435,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00230.jpg,COL-2026-0001,2026-01-14 08:15:00,USR-2026-0068,5.85E+11
AR-2026-00231,BIL-2026-00436,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-02-14 13:25:00,USR-2026-0068,5.48E+11
AR-2026-00232,BIL-2026-00437,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00232.jpg,COL-2026-0001,2026-03-28 13:05:00,USR-2026-0068,8.45E+11
AR-2026-00233,BIL-2026-00438,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00233.jpg,COL-2026-0001,2026-04-15 17:10:00,USR-2026-0068,8.28E+11
AR-2026-00234,BIL-2026-00439,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,PENDING,proofs/TRX-00234.jpg,,2026-05-06 12:50:00,USR-2026-0068,2.43E+11
AR-2026-00235,BIL-2026-00442,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00235.jpg,COL-2026-0001,2026-01-13 12:40:00,USR-2026-0069,4.64E+11
AR-2026-00236,BIL-2026-00443,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00236.jpg,COL-2026-0001,2026-02-28 14:40:00,USR-2026-0069,4.41E+11
AR-2026-00237,BIL-2026-00444,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00237.jpg,COL-2026-0001,2026-03-14 13:35:00,USR-2026-0069,2.55E+11
AR-2026-00238,BIL-2026-00445,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-04-15 09:40:00,USR-2026-0069,9.15E+11
AR-2026-00239,BIL-2026-00446,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00239.jpg,COL-2026-0001,2026-05-28 13:45:00,USR-2026-0069,2.69E+11
AR-2026-00240,BIL-2026-00447,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00240.jpg,COL-2026-0001,2026-06-14 15:00:00,USR-2026-0069,8.93E+11
AR-2026-00241,BIL-2026-00448,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-07-16 17:20:00,USR-2026-0069,5.93E+11
AR-2026-00242,BIL-2026-00449,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-14 12:35:00,USR-2026-0069,5.05E+11
AR-2026-00243,BIL-2026-00450,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-02-28 15:20:00,USR-2026-0069,6.82E+11
AR-2026-00244,BIL-2026-00451,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00244.jpg,COL-2026-0001,2026-03-14 11:45:00,USR-2026-0069,1.57E+11
AR-2026-00245,BIL-2026-00452,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00245.jpg,COL-2026-0001,2026-04-29 16:05:00,USR-2026-0069,4.10E+11
AR-2026-00246,BIL-2026-00453,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-05-03 12:35:00,USR-2026-0069,2.01E+11
AR-2026-00247,BIL-2026-00454,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-06-28 15:25:00,USR-2026-0069,1.58E+11
AR-2026-00248,BIL-2026-00455,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-07-15 11:30:00,USR-2026-0069,3.46E+11
AR-2026-00249,BIL-2026-00456,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00249.jpg,COL-2026-0001,2026-01-02 13:10:00,USR-2026-0070,6.19E+11
AR-2026-00250,BIL-2026-00457,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00250.jpg,COL-2026-0001,2026-02-28 15:35:00,USR-2026-0070,1.90E+11
AR-2026-00251,BIL-2026-00458,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-03-04 10:40:00,USR-2026-0070,6.82E+11
AR-2026-00252,BIL-2026-00459,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00252.jpg,COL-2026-0001,2026-04-15 11:20:00,USR-2026-0070,5.61E+11
AR-2026-00253,BIL-2026-00460,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-05-31 09:05:00,USR-2026-0070,7.55E+11
AR-2026-00254,BIL-2026-00461,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00254.jpg,COL-2026-0001,2026-06-14 10:20:00,USR-2026-0070,4.89E+11
AR-2026-00255,BIL-2026-00462,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00255.jpg,COL-2026-0001,2026-07-16 10:50:00,USR-2026-0070,1.75E+11
AR-2026-00256,BIL-2026-00463,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00256.jpg,COL-2026-0001,2026-01-28 14:35:00,USR-2026-0071,3.76E+11
AR-2026-00257,BIL-2026-00464,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00257.jpg,COL-2026-0001,2026-02-28 09:25:00,USR-2026-0071,7.90E+11
AR-2026-00258,BIL-2026-00465,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00258.jpg,COL-2026-0001,2026-03-10 13:10:00,USR-2026-0071,4.72E+11
AR-2026-00259,BIL-2026-00466,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00259.jpg,COL-2026-0001,2026-04-28 15:55:00,USR-2026-0071,9.90E+11
AR-2026-00260,BIL-2026-00467,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00260.jpg,COL-2026-0001,2026-05-08 08:20:00,USR-2026-0071,3.22E+11
AR-2026-00261,BIL-2026-00468,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00261.jpg,COL-2026-0001,2026-06-29 12:40:00,USR-2026-0071,7.01E+11
AR-2026-00262,BIL-2026-00469,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00262.jpg,COL-2026-0001,2026-07-13 11:20:00,USR-2026-0071,1.55E+11
AR-2026-00263,BIL-2026-00470,Z-3,200,MONTHLY_DUES,,180,20,CASH,VERIFIED,,COL-2026-0001,2026-01-30 12:05:00,USR-2026-0072,9.18E+11
AR-2026-00264,BIL-2026-00471,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00264.jpg,COL-2026-0001,2026-02-16 13:10:00,USR-2026-0072,5.06E+11
AR-2026-00265,BIL-2026-00472,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00265.jpg,COL-2026-0001,2026-03-30 09:55:00,USR-2026-0072,7.63E+11
AR-2026-00266,BIL-2026-00473,Z-3,200,MONTHLY_DUES,,180,20,DIGITAL,VERIFIED,proofs/TRX-00266.jpg,COL-2026-0001,2026-04-28 16:20:00,USR-2026-0072,4.57E+11
